date,M1: realised_demand,M2: scheduled_demand,M3: shifted_load,M4: total_generation,M5: savings_on_ToD,M6: energy_costs
2021-03-01,"{'hh3_consumption [kWh]_1': 75.3981607655557, 'hh3_consumption [kWh]_2': 75.15675707998093, 'Office 1_3': 434.0404, 'Office 2_5': 269.98080000000004, 'school_mbo_7': 2050.57375, 'EV_bus_charging_station_8': 397962.6576478226}","{'hh3_consumption [kWh]_1': 75.3981607655557, 'hh3_consumption [kWh]_2': 75.15675707998093, 'Office 1_3': 680.8, 'Office 2_5': 442.90000000000003, 'school_mbo_7': 2050.57375, 'EV_bus_charging_station_8': 397962.6576478226}","{""hh3_consumption [kWh]_1"": 0.6777369324196272, ""hh3_consumption [kWh]_2"": 0.5614052914801828, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 39.16075281742749, ""EV_bus_charging_station_8"": 5631.90118882398}","{""<class 'model.agents.Solar'>"": 107636.03880000001}","{""hh3_consumption [kWh]_1"": 0.20398526191965938, ""hh3_consumption [kWh]_2"": 0.16897176462970542, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 11.786603382989327, ""EV_bus_charging_station_8"": 1695.0896198122414}","{""hh3_consumption [kWh]_1"": 23.59462609844983, ""hh3_consumption [kWh]_2"": 23.521968417165535, ""Office 1_3"": 131.53876726323287, ""Office 2_5"": 82.16010885523288, ""school_mbo_7"": 618.082974946233, ""EV_bus_charging_station_8"": 119779.70198651287}"
2021-03-02,"{'hh3_consumption [kWh]_1': 75.53692264159726, 'hh3_consumption [kWh]_2': 75.24309032768892, 'Office 1_3': 718.39648, 'Office 2_5': 467.19296, 'school_mbo_7': 2574.6031545107135, 'EV_bus_charging_station_8': 396480.0}","{'hh3_consumption [kWh]_1': 75.53692264159726, 'hh3_consumption [kWh]_2': 75.24309032768892, 'Office 1_3': 1461.6, 'Office 2_5': 971.3, 'school_mbo_7': 2574.6031545107135, 'EV_bus_charging_station_8': 396480.0}","{""hh3_consumption [kWh]_1"": 0.9248973000666689, ""hh3_consumption [kWh]_2"": 0.5938208625936046, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 63.06700309461786, ""EV_bus_charging_station_8"": 5631.90118882398}","{""<class 'model.agents.Solar'>"": 148547.83055999997}","{""hh3_consumption [kWh]_1"": 0.27837558937406603, ""hh3_consumption [kWh]_2"": 0.1787282032234231, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 18.981906591418085, ""EV_bus_charging_station_8"": 1695.0896198122414}","{""hh3_consumption [kWh]_1"": 23.636390647900818, ""hh3_consumption [kWh]_2"": 23.547952998060687, ""Office 1_3"": 217.12426022163288, ""Office 2_5"": 141.51702477203287, ""school_mbo_7"": 775.8053451158676, ""EV_bus_charging_station_8"": 119333.45168767123}"
2021-03-03,"{'hh3_consumption [kWh]_1': 75.31772207660904, 'hh3_consumption [kWh]_2': 75.31772207660904, 'Office 1_3': 607.44448, 'Office 2_5': 402.88896, 'school_mbo_7': 2601.040952380953, 'EV_bus_charging_station_8': 395400.0}","{'hh3_consumption [kWh]_1': 75.31772207660904, 'hh3_consumption [kWh]_2': 75.31772207660904, 'Office 1_3': 1599.8000000000002, 'Office 2_5': 776.5, 'school_mbo_7': 2601.040952380953, 'EV_bus_charging_station_8': 395400.0}","{""hh3_consumption [kWh]_1"": 0.9248973000666689, ""hh3_consumption [kWh]_2"": 0.5938208625936046, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 63.06700309461786, ""EV_bus_charging_station_8"": 5631.90118882398}","{""<class 'model.agents.Solar'>"": 190973.68655999997}","{""hh3_consumption [kWh]_1"": 0.27837558937406603, ""hh3_consumption [kWh]_2"": 0.1787282032234231, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 18.981906591418085, ""EV_bus_charging_station_8"": 1695.0896198122414}","{""hh3_consumption [kWh]_1"": 23.570415661850664, ""hh3_consumption [kWh]_2"": 23.570415661850664, ""Office 1_3"": 183.7299272616329, ""Office 2_5"": 122.16280685203287, ""school_mbo_7"": 783.7625935188521, ""EV_bus_charging_station_8"": 119008.39328767124}"
2021-03-04,"{'hh3_consumption [kWh]_1': 75.0327908470843, 'hh3_consumption [kWh]_2': 75.31772207660904, 'Office 1_3': 223.08679999999998, 'Office 2_5': 230.58679999999998, 'school_mbo_7': 2601.040952380953, 'EV_bus_charging_station_8': 358212.6916093243}","{'hh3_consumption [kWh]_1': 75.0327908470843, 'hh3_consumption [kWh]_2': 75.31772207660904, 'Office 1_3': 395.2, 'Office 2_5': 301.70000000000005, 'school_mbo_7': 2601.040952380953, 'EV_bus_charging_station_8': 358212.6916093243}","{""hh3_consumption [kWh]_1"": 0.7835811201255565, ""hh3_consumption [kWh]_2"": 0.5938208625936046, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 63.06700309461786, ""EV_bus_charging_station_8"": 5613.912484159118}","{""<class 'model.agents.Solar'>"": 190199.0796}","{""hh3_consumption [kWh]_1"": 0.23584224553539, ""hh3_consumption [kWh]_2"": 0.1787282032234231, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 18.981906591418085, ""EV_bus_charging_station_8"": 1689.6753794822116}","{""hh3_consumption [kWh]_1"": 23.484657060388308, ""hh3_consumption [kWh]_2"": 23.570415661850664, ""Office 1_3"": 68.04595273523287, ""Office 2_5"": 70.30330273523288, ""school_mbo_7"": 783.7625935188521, ""EV_bus_charging_station_8"": 107815.75720824569}"
2021-03-05,"{'hh3_consumption [kWh]_1': 75.34520916634875, 'hh3_consumption [kWh]_2': 75.33310643715248, 'Office 1_3': 560.87544, 'Office 2_5': 414.75088, 'school_mbo_7': 2601.040952380953, 'EV_bus_charging_station_8': 382080.0}","{'hh3_consumption [kWh]_1': 75.34520916634875, 'hh3_consumption [kWh]_2': 75.33310643715248, 'Office 1_3': 1278.4, 'Office 2_5': 753.9000000000001, 'school_mbo_7': 2601.040952380953, 'EV_bus_charging_station_8': 382080.0}","{""hh3_consumption [kWh]_1"": 0.7859369428129073, ""hh3_consumption [kWh]_2"": 0.4652756802762523, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 63.06700309461786, ""EV_bus_charging_station_8"": 5613.912484159118}","{""<class 'model.agents.Solar'>"": 139460.71368}","{""hh3_consumption [kWh]_1"": 0.23655130104782884, ""hh3_consumption [kWh]_2"": 0.1400386742495464, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 18.981906591418085, ""EV_bus_charging_station_8"": 1689.6753794822116}","{""hh3_consumption [kWh]_1"": 23.57868872612052, ""hh3_consumption [kWh]_2"": 23.575046046687024, ""Office 1_3"": 169.71357760243285, ""Office 2_5"": 125.73300753363289, ""school_mbo_7"": 783.7625935188521, ""EV_bus_charging_station_8"": 114999.33968767124}"
2021-03-06,"{'hh3_consumption [kWh]_1': 75.48050668682205, 'hh3_consumption [kWh]_2': 75.31931013293138, 'Office 1_3': 770.848, 'Office 2_5': 496.496, 'school_mbo_7': 2561.6369154383756, 'EV_bus_charging_station_8': 436419.09007201274}","{'hh3_consumption [kWh]_1': 75.48050668682205, 'hh3_consumption [kWh]_2': 75.31931013293138, 'Office 1_3': 1758.8, 'Office 2_5': 964.0, 'school_mbo_7': 2561.6369154383756, 'EV_bus_charging_station_8': 436419.09007201274}","{""hh3_consumption [kWh]_1"": 0.6862957977662347, ""hh3_consumption [kWh]_2"": 0.5024002568704811, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 65.54691747623522, ""EV_bus_charging_station_8"": 5442.20985105951}","{""<class 'model.agents.Solar'>"": 152871.756}","{""hh3_consumption [kWh]_1"": 0.20656130921168137, ""hh3_consumption [kWh]_2"": 0.1512124293128774, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 19.72831122199728, ""EV_bus_charging_station_8"": 1637.9963209718912}","{""hh3_consumption [kWh]_1"": 23.61941057383257, ""hh3_consumption [kWh]_2"": 23.57089363504256, ""Office 1_3"": 232.91111871123286, ""Office 2_5"": 150.33665375123286, ""school_mbo_7"": 771.9027664798753, ""EV_bus_charging_station_8"": 131354.31901754564}"
2021-03-07,"{'hh3_consumption [kWh]_1': 74.97780937967596, 'hh3_consumption [kWh]_2': 75.34303145596631, 'Office 1_3': 252.57775999999998, 'Office 2_5': 262.06912, 'school_mbo_7': 2050.57375, 'EV_bus_charging_station_8': 430192.3850898038}","{'hh3_consumption [kWh]_1': 74.97780937967596, 'hh3_consumption [kWh]_2': 75.34303145596631, 'Office 1_3': 412.4, 'Office 2_5': 306.6, 'school_mbo_7': 2050.57375, 'EV_bus_charging_station_8': 430192.3850898038}","{""hh3_consumption [kWh]_1"": 1.070635207825, ""hh3_consumption [kWh]_2"": 0.96591817376859, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 65.54691747623522, ""EV_bus_charging_station_8"": 3166.272264787731}","{""<class 'model.agents.Solar'>"": 154479.24672}","{""hh3_consumption [kWh]_1"": 0.32223978485116855, ""hh3_consumption [kWh]_2"": 0.29072205194087025, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 19.72831122199728, ""EV_bus_charging_station_8"": 952.9846262558112}","{""hh3_consumption [kWh]_1"": 23.468108738327743, ""hh3_consumption [kWh]_2"": 23.578033278849617, ""Office 1_3"": 76.92214187603288, ""Office 2_5"": 79.77885140883288, ""school_mbo_7"": 618.082974946233, ""EV_bus_charging_station_8"": 129480.20535200037}"
2021-03-08,"{'hh3_consumption [kWh]_1': 75.17763908362252, 'hh3_consumption [kWh]_2': 75.17881226727803, 'Office 1_3': 500.23328000000004, 'Office 2_5': 344.26656, 'school_mbo_7': 2050.57375, 'EV_bus_charging_station_8': 381840.0}","{'hh3_consumption [kWh]_1': 75.17763908362252, 'hh3_consumption [kWh]_2': 75.17881226727803, 'Office 1_3': 1451.2, 'Office 2_5': 752.1999999999999, 'school_mbo_7': 2050.57375, 'EV_bus_charging_station_8': 381840.0}","{""hh3_consumption [kWh]_1"": 1.070635207825, ""hh3_consumption [kWh]_2"": 0.5973976260759306, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 65.54691747623522, ""EV_bus_charging_station_8"": 3166.272264787731}","{""<class 'model.agents.Solar'>"": 211121.36016}","{""hh3_consumption [kWh]_1"": 0.32223978485116855, ""hh3_consumption [kWh]_2"": 0.17980473749633358, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 19.72831122199728, ""EV_bus_charging_station_8"": 952.9846262558112}","{""hh3_consumption [kWh]_1"": 23.528253482621587, ""hh3_consumption [kWh]_2"": 23.52860658743822, ""Office 1_3"": 151.4615002856329, ""Office 2_5"": 104.51863690003289, ""school_mbo_7"": 618.082974946233, ""EV_bus_charging_station_8"": 114927.10448767124}"
2021-03-09,"{'hh3_consumption [kWh]_1': 75.17763908362252, 'hh3_consumption [kWh]_2': 75.17763908362252, 'Office 1_3': 426.78872, 'Office 2_5': 394.77744, 'school_mbo_7': 2601.113306104421, 'EV_bus_charging_station_8': 415406.83282790164}","{'hh3_consumption [kWh]_1': 75.17763908362252, 'hh3_consumption [kWh]_2': 75.17763908362252, 'Office 1_3': 1587.5, 'Office 2_5': 675.9000000000001, 'school_mbo_7': 2601.113306104421, 'EV_bus_charging_station_8': 415406.83282790164}","{""hh3_consumption [kWh]_1"": 1.070635207825, ""hh3_consumption [kWh]_2"": 0.5973976260759306, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 51.6942099939277, ""EV_bus_charging_station_8"": 8889.413541034424}","{""<class 'model.agents.Solar'>"": 211770.75384}","{""hh3_consumption [kWh]_1"": 0.32223978485116855, ""hh3_consumption [kWh]_2"": 0.17980473749633358, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 15.558923323972358, ""EV_bus_charging_station_8"": 2675.535687580541}","{""hh3_consumption [kWh]_1"": 23.528253482621587, ""hh3_consumption [kWh]_2"": 23.528253482621587, ""Office 1_3"": 129.35615661683286, ""Office 2_5"": 119.72140156243289, ""school_mbo_7"": 783.7843705425416, ""EV_bus_charging_station_8"": 125030.04983221307}"
2021-03-10,"{'hh3_consumption [kWh]_1': 75.38137621690883, 'hh3_consumption [kWh]_2': 75.02629924209349, 'Office 1_3': 223.4632, 'Office 2_5': 251.8264, 'school_mbo_7': 2594.6990979827383, 'EV_bus_charging_station_8': 427971.1516655868}","{'hh3_consumption [kWh]_1': 75.38137621690883, 'hh3_consumption [kWh]_2': 75.02629924209349, 'Office 1_3': 409.70000000000005, 'Office 2_5': 441.30000000000007, 'school_mbo_7': 2594.6990979827383, 'EV_bus_charging_station_8': 427971.1516655868}","{""hh3_consumption [kWh]_1"": 0.7230565322242439, ""hh3_consumption [kWh]_2"": 0.9290245880011039, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 63.39258814929116, ""EV_bus_charging_station_8"": 5882.05168395982}","{""<class 'model.agents.Solar'>"": 276890.2104}","{""hh3_consumption [kWh]_1"": 0.21762555506885295, ""hh3_consumption [kWh]_2"": 0.27961782049657224, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 19.079901181173653, ""EV_bus_charging_station_8"": 1770.379915838227}","{""hh3_consumption [kWh]_1"": 23.589574284998097, ""hh3_consumption [kWh]_2"": 23.482703217118168, ""Office 1_3"": 68.15924160723289, ""Office 2_5"": 76.69599754323288, ""school_mbo_7"": 781.8538221820776, ""EV_bus_charging_station_8"": 128811.65851597956}"
2021-03-11,"{'hh3_consumption [kWh]_1': 75.04898552296294, 'hh3_consumption [kWh]_2': 75.3111478974919, 'Office 1_3': 543.10904, 'Office 2_5': 498.31808, 'school_mbo_7': 2596.2132734453608, 'EV_bus_charging_station_8': 436709.09780613706}","{'hh3_consumption [kWh]_1': 75.04898552296294, 'hh3_consumption [kWh]_2': 75.3111478974919, 'Office 1_3': 1674.6, 'Office 2_5': 1471.1, 'school_mbo_7': 2596.2132734453608, 'EV_bus_charging_station_8': 436709.09780613706}","{""hh3_consumption [kWh]_1"": 0.9902989231796813, ""hh3_consumption [kWh]_2"": 0.8123038874199757, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 67.49382974805337, ""EV_bus_charging_station_8"": 7552.968109634945}","{""<class 'model.agents.Solar'>"": 252507.81287999998}","{""hh3_consumption [kWh]_1"": 0.2980601698986205, ""hh3_consumption [kWh]_2"": 0.2444872240356643, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 20.314292877569105, ""EV_bus_charging_station_8"": 2273.2923416379263}","{""hh3_consumption [kWh]_1"": 23.489531333934256, ""hh3_consumption [kWh]_2"": 23.56843696541999, ""Office 1_3"": 164.36624653043287, ""Office 2_5"": 150.88506338963288, ""school_mbo_7"": 782.3095587128175, ""EV_bus_charging_station_8"": 131441.60554536237}"
2021-03-12,"{'hh3_consumption [kWh]_1': 75.31772207660904, 'hh3_consumption [kWh]_2': 75.31772207660904, 'Office 1_3': 376.0112, 'Office 2_5': 408.5224, 'school_mbo_7': 2601.040952380953, 'EV_bus_charging_station_8': 412875.9449367083}","{'hh3_consumption [kWh]_1': 75.31772207660904, 'hh3_consumption [kWh]_2': 75.31772207660904, 'Office 1_3': 920.8000000000001, 'Office 2_5': 1403.9, 'school_mbo_7': 2601.040952380953, 'EV_bus_charging_station_8': 412875.9449367083}","{""hh3_consumption [kWh]_1"": 0.9902989231796813, ""hh3_consumption [kWh]_2"": 0.8123038874199757, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 67.49382974805337, ""EV_bus_charging_station_8"": 6106.856885399153}","{""<class 'model.agents.Solar'>"": 300089.9064}","{""hh3_consumption [kWh]_1"": 0.2980601698986205, ""hh3_consumption [kWh]_2"": 0.2444872240356643, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 20.314292877569105, ""EV_bus_charging_station_8"": 1838.041785367437}","{""hh3_consumption [kWh]_1"": 23.570415661850664, ""hh3_consumption [kWh]_2"": 23.570415661850664, ""Office 1_3"": 114.07313864723288, ""Office 2_5"": 123.85835962323289, ""school_mbo_7"": 783.7625935188521, ""EV_bus_charging_station_8"": 124268.3031947217}"
2021-03-13,"{'hh3_consumption [kWh]_1': 74.95230087763642, 'hh3_consumption [kWh]_2': 75.68948407825332, 'Office 1_3': 236.4232, 'Office 2_5': 255.8, 'school_mbo_7': 2601.040952380953, 'EV_bus_charging_station_8': 430008.80087256955}","{'hh3_consumption [kWh]_1': 74.95230087763642, 'hh3_consumption [kWh]_2': 75.68948407825332, 'Office 1_3': 437.30000000000007, 'Office 2_5': 385.19999999999993, 'school_mbo_7': 2601.040952380953, 'EV_bus_charging_station_8': 430008.80087256955}","{""hh3_consumption [kWh]_1"": 0.7798011230310529, ""hh3_consumption [kWh]_2"": 0.8282192600199885, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 67.49382974805337, ""EV_bus_charging_station_8"": 6549.845314995488}","{""<class 'model.agents.Solar'>"": 200735.09040000002}","{""hh3_consumption [kWh]_1"": 0.23470454200988627, ""hh3_consumption [kWh]_2"": 0.24927743288081616, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 20.314292877569105, ""EV_bus_charging_station_8"": 1971.372442907342}","{""hh3_consumption [kWh]_1"": 23.46043118938388, ""hh3_consumption [kWh]_2"": 23.682308589105556, ""Office 1_3"": 72.05994240723288, ""Office 2_5"": 77.89197167123288, ""school_mbo_7"": 783.7625935188521, ""EV_bus_charging_station_8"": 129424.95017429724}"
2021-03-14,"{'hh3_consumption [kWh]_1': 75.25863736675677, 'hh3_consumption [kWh]_2': 75.11468362776276, 'Office 1_3': 237.70000000000002, 'Office 2_5': 257.5, 'school_mbo_7': 2042.5513319561592, 'EV_bus_charging_station_8': 429273.140747823}","{'hh3_consumption [kWh]_1': 75.25863736675677, 'hh3_consumption [kWh]_2': 75.11468362776276, 'Office 1_3': 437.9, 'Office 2_5': 344.79999999999995, 'school_mbo_7': 2042.5513319561592, 'EV_bus_charging_station_8': 429273.140747823}","{""hh3_consumption [kWh]_1"": 0.859572501087329, ""hh3_consumption [kWh]_2"": 0.7436914548759264, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 37.916224187293324, ""EV_bus_charging_station_8"": 4074.804676386426}","{""<class 'model.agents.Solar'>"": 284635.44000000006}","{""hh3_consumption [kWh]_1"": 0.2587141313772643, ""hh3_consumption [kWh]_2"": 0.22383625408855634, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 11.412025155891545, ""EV_bus_charging_station_8"": 1226.4347114987866}","{""hh3_consumption [kWh]_1"": 23.55263234587932, ""hh3_consumption [kWh]_2"": 23.50930514951691, ""Office 1_3"": 72.44423367123288, ""Office 2_5"": 78.40363767123287, ""school_mbo_7"": 615.6683875633978, ""EV_bus_charging_station_8"": 129203.531189951}"
2021-03-15,"{'hh3_consumption [kWh]_1': 75.17763908362252, 'hh3_consumption [kWh]_2': 75.18869505527633, 'Office 1_3': 702.1656, 'Office 2_5': 437.4312, 'school_mbo_7': 2050.57375, 'EV_bus_charging_station_8': 405720.0}","{'hh3_consumption [kWh]_1': 75.17763908362252, 'hh3_consumption [kWh]_2': 75.18869505527633, 'Office 1_3': 1508.6999999999998, 'Office 2_5': 902.0, 'school_mbo_7': 2050.57375, 'EV_bus_charging_station_8': 405720.0}","{""hh3_consumption [kWh]_1"": 0.859572501087329, ""hh3_consumption [kWh]_2"": 0.7921855647592109, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 37.916224187293324, ""EV_bus_charging_station_8"": 4074.804676386426}","{""<class 'model.agents.Solar'>"": 189551.26320000002}","{""hh3_consumption [kWh]_1"": 0.2587141313772643, ""hh3_consumption [kWh]_2"": 0.2384320112812273, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 11.412025155891545, ""EV_bus_charging_station_8"": 1226.4347114987866}","{""hh3_consumption [kWh]_1"": 23.528253482621587, ""hh3_consumption [kWh]_2"": 23.53158110896994, ""Office 1_3"": 212.23908995923287, ""Office 2_5"": 132.55933024723288, ""school_mbo_7"": 618.082974946233, ""EV_bus_charging_station_8"": 122114.50688767125}"
2021-03-16,"{'hh3_consumption [kWh]_1': 75.35998122061054, 'hh3_consumption [kWh]_2': 74.86495573276893, 'Office 1_3': 654.6904, 'Office 2_5': 423.6808, 'school_mbo_7': 2601.040952380953, 'EV_bus_charging_station_8': 407760.0}","{'hh3_consumption [kWh]_1': 75.35998122061054, 'hh3_consumption [kWh]_2': 74.86495573276893, 'Office 1_3': 1586.2, 'Office 2_5': 1018.0000000000001, 'school_mbo_7': 2601.040952380953, 'EV_bus_charging_station_8': 407760.0}","{""hh3_consumption [kWh]_1"": 0.8933104484952716, ""hh3_consumption [kWh]_2"": 0.8615068829653607, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 37.916224187293324, ""EV_bus_charging_station_8"": 4074.804676386426}","{""<class 'model.agents.Solar'>"": 165923.24880000003}","{""hh3_consumption [kWh]_1"": 0.2688685787881068, ""hh3_consumption [kWh]_2"": 0.2592963416349143, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 11.412025155891545, ""EV_bus_charging_station_8"": 1226.4347114987866}","{""hh3_consumption [kWh]_1"": 23.583134819012233, ""hh3_consumption [kWh]_2"": 23.434142047681668, ""Office 1_3"": 197.95000426323287, ""Office 2_5"": 128.42073485523287, ""school_mbo_7"": 783.7625935188521, ""EV_bus_charging_station_8"": 122728.50608767124}"
2021-03-17,"{'hh3_consumption [kWh]_1': 75.31772207660904, 'hh3_consumption [kWh]_2': 75.17210869499972, 'Office 1_3': 492.99992, 'Office 2_5': 328.89984, 'school_mbo_7': 2566.9762818001627, 'EV_bus_charging_station_8': 407902.55317927373}","{'hh3_consumption [kWh]_1': 75.31772207660904, 'hh3_consumption [kWh]_2': 75.17210869499972, 'Office 1_3': 1603.3, 'Office 2_5': 1037.5, 'school_mbo_7': 2566.9762818001627, 'EV_bus_charging_station_8': 407902.55317927373}","{""hh3_consumption [kWh]_1"": 0.8933104484952716, ""hh3_consumption [kWh]_2"": 0.5069438791569043, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 71.79462028304278, ""EV_bus_charging_station_8"": 5616.561128234258}","{""<class 'model.agents.Solar'>"": 208389.84024}","{""hh3_consumption [kWh]_1"": 0.2688685787881068, ""hh3_consumption [kWh]_2"": 0.15257996874864507, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 21.608744812790214, ""EV_bus_charging_station_8"": 1690.472568375947}","{""hh3_consumption [kWh]_1"": 23.570415661850664, ""hh3_consumption [kWh]_2"": 23.52658894625389, ""Office 1_3"": 149.2844035928329, ""Office 2_5"": 99.89356151443288, ""school_mbo_7"": 773.5098089674458, ""EV_bus_charging_station_8"": 122771.41174356906}"
2021-03-18,"{'hh3_consumption [kWh]_1': 75.31772207660904, 'hh3_consumption [kWh]_2': 75.31772207660904, 'Office 1_3': 574.91992, 'Office 2_5': 345.19984, 'school_mbo_7': 2611.621191651281, 'EV_bus_charging_station_8': 440076.0942803923}","{'hh3_consumption [kWh]_1': 75.31772207660904, 'hh3_consumption [kWh]_2': 75.31772207660904, 'Office 1_3': 1665.8000000000002, 'Office 2_5': 1096.0, 'school_mbo_7': 2611.621191651281, 'EV_bus_charging_station_8': 440076.0942803923}","{""hh3_consumption [kWh]_1"": 0.8933104484952716, ""hh3_consumption [kWh]_2"": 0.5069438791569043, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 52.796411199253725, ""EV_bus_charging_station_8"": 6133.034657839431}","{""<class 'model.agents.Solar'>"": 197533.20023999998}","{""hh3_consumption [kWh]_1"": 0.2688685787881068, ""hh3_consumption [kWh]_2"": 0.15257996874864507, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 15.890663842751387, ""EV_bus_charging_station_8"": 1845.920771316512}","{""hh3_consumption [kWh]_1"": 23.570415661850664, ""hh3_consumption [kWh]_2"": 23.570415661850664, ""Office 1_3"": 173.9406851928329, ""Office 2_5"": 104.79953551443288, ""school_mbo_7"": 786.9470339344355, ""EV_bus_charging_station_8"": 132455.0041441837}"
2021-03-19,"{'hh3_consumption [kWh]_1': 75.07901520723917, 'hh3_consumption [kWh]_2': 75.31772207660904, 'Office 1_3': 607.7284, 'Office 2_5': 432.7568, 'school_mbo_7': 2601.040952380953, 'EV_bus_charging_station_8': 428966.6877653855}","{'hh3_consumption [kWh]_1': 75.07901520723917, 'hh3_consumption [kWh]_2': 75.31772207660904, 'Office 1_3': 1547.5, 'Office 2_5': 1014.7, 'school_mbo_7': 2601.040952380953, 'EV_bus_charging_station_8': 428966.6877653855}","{""hh3_consumption [kWh]_1"": 1.0589092053601759, ""hh3_consumption [kWh]_2"": 0.5069438791569043, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 52.796411199253725, ""EV_bus_charging_station_8"": 6912.6821427968025}","{""<class 'model.agents.Solar'>"": 321858.3348}","{""hh3_consumption [kWh]_1"": 0.31871049262930573, ""hh3_consumption [kWh]_2"": 0.15257996874864507, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 15.890663842751387, ""EV_bus_charging_station_8"": 2080.5790713389815}","{""hh3_consumption [kWh]_1"": 23.49856966830772, ""hh3_consumption [kWh]_2"": 23.570415661850664, ""Office 1_3"": 183.81538150323286, ""Office 2_5"": 131.15242933523285, ""school_mbo_7"": 783.7625935188521, ""EV_bus_charging_station_8"": 129111.29497129699}"
